Currency Code,Currency Description,Total,EI,EI_XS,NEI_L,NEI_L_XS,NEI_S,DC
PA60C,Other Congenital Conditions under 1 year with CC,1768,2750,369,1876,498,806,740
PA60D,Other Congenital Conditions under 1 year without CC,685,2112,402,984,308,444,664
PA60E,Other Congenital Conditions 1 year and over with CC,1463,2576,426,3022,252,659,771
PA60F,Other Congenital Conditions 1 year and over without CC,992,1937,329,1928,292,502,636
PA62Z,Syncope and Collapse,595,1284,362,1215,348,465,668
PA63A,Head Neck and Ear Disorders with length of stay 0 days,424,668,,441,,404,614
PA63B,Head Neck and Ear Disorders with length of stay 1 day or more with CC,1326,1928,263,1636,488,642,883
PA63C,Head Neck and Ear Disorders with length of stay 1 day or more without CC,846,1409,691,1337,379,592,707
PA64A,Non-Surgical Ophthalmology with length of stay 0 days,517,1151,3,418,3,414,636
PA64B,Non-Surgical Ophthalmology with length of stay 1 day or more with CC,1616,1753,429,1904,266,718,
PA64C,Non-Surgical Ophthalmology with length of stay 1 day or more without CC,1310,1813,75,1624,501,665,
PA65A,Upper Respiratory Tract Disorders with length of stay 0 days,418,637,,527,,399,601
PA65B,Upper Respiratory Tract Disorders with length of stay 1 day or more with CC,1878,1729,814,2067,425,698,287
PA65C,Upper Respiratory Tract Disorders with length of stay 1 day or more without CC,819,772,373,821,375,583,354
PA66Z,Rash or Other Non-Specific Skin Eruption,564,569,319,1193,402,457,408
PA67Z,Diabetes Mellitus with Ketoacidosis or Coma,1065,1768,539,1471,380,576,329
PA68Z,Diabetes Mellitus without Ketoacidosis or Coma,1255,2763,563,1816,501,571,539
PA69Z,Nephritic and Nephrotic Renal Diseases,1303,1788,359,1818,422,542,607
PA70Z,Other Renal Diseases,745,1923,568,1463,356,465,450
PA71Z,Paediatric Hepatobiliary or Pancreatic Disorders,2339,4779,790,2720,428,717,823
PA72Z,Metabolic Disorders,2463,3480,573,4277,400,674,2049
PB01Z,Major Neonatal Diagnoses,1634,2253,363,2083,291,639,626
PB02Z,Minor Neonatal Diagnoses,1130,1461,207,1429,183,621,436
QZ01A,Aortic or Abdominal Surgery with CC,8292,8279,227,9193,205,4327,701
QZ01B,Aortic or Abdominal Surgery without CC,6137,6620,383,6686,253,4006,1673
QZ02A,Lower Limb Arterial Surgery with CC,7809,6893,286,8623,264,2760,1744
QZ02B,Lower Limb Arterial Surgery without CC,5353,5051,320,6095,276,2882,1695
QZ03Z,Bypasses to Tibial Arteries,10753,9286,308,12028,225,3557,866
QZ04Z,Extracranial or Upper Limb Arterial Surgery,4017,3923,324,4240,294,2323,1908
QZ05A,Miscellaneous Vascular Procedures with CC,2563,3451,291,4226,291,1304,1003
QZ05B,Miscellaneous Vascular Procedures without CC,812,2561,305,2929,278,1155,973
QZ11A,Amputations with Major CC,14071,14051,238,14000,229,2717,1200
QZ11B,Amputations without Major CC,10038,9456,444,10406,246,2495,1240
QZ12Z,Foot Procedures for Diabetes or Arterial Disease or Procedures to Amputation Stumps,4801,3631,240,5871,256,1290,1148
QZ13A,Vascular Access for Renal Replacement Therapy with CC,1368,1957,,2844,,913,1158
QZ13B,Vascular Access for Renal Replacement Therapy without CC,1451,1965,,3873,,912,1310
QZ14A,Vascular Access except for Renal Replacement Therapy with CC,672,1414,,2022,,950,494
QZ14B,Vascular Access except for Renal Replacement Therapy without CC,341,872,,2625,,784,440
QZ15A,Therapeutic Endovascular Procedures with Major CC,6778,5934,428,7412,266,1441,1188
QZ15B,Therapeutic Endovascular Procedures with Intermediate CC,2882,2208,327,4527,237,1069,724
QZ15C,Therapeutic Endovascular Procedures without CC,1176,1907,355,3498,282,964,532
QZ16A,Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures with Major CC,1231,6837,447,6105,164,948,1028
QZ16B,Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures with Intermediate CC,2389,1754,299,3655,211,833,899
QZ16C,Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures without CC,934,1599,287,2891,297,691,890
QZ17A,Non-Surgical Peripheral Vascular Disease with Major CC,3487,3966,142,3953,217,684,336
QZ17B,Non-Surgical Peripheral Vascular Disease with Intermediate CC,1862,1971,283,2528,231,597,600
QZ17C,Non-Surgical Peripheral Vascular Disease without CC,912,1443,270,1848,253,486,425
QZ19Z,Blood Vessel Injury with No Significant Procedure,1513,1190,,1982,261,603,292
QZ20Z,Deep Vein Thrombosis,821,1125,288,1718,233,463,132
QZ21A,Re-do Varicose Vein Procedures with CC (includes Ulceration),1514,1832,377,,,,1243
QZ21B,Re-do Varicose Vein Procedures without CC,1537,2047,360,803,171,,1365
QZ22A,Primary Varicose Vein Procedures with CC (includes Ulceration),1519,1919,277,2324,273,1031,1247
QZ22B,Primary Varicose Vein Procedures without CC,1110,1838,237,1196,281,714,1142
QZ23Z,Thoracoabdominal Aneurysm Repair,13573,14430,250,16883,271,5453,465
RA01A,Magnetic Resonance Imaging Scan one area no contrast 19 years and over,146,,,,,,
RA01B,Magnetic Resonance Imaging Scan one area no contrast 6 to 18 years,153,,,,,,
RA01C,Magnetic Resonance Imaging Scan one area no contrast 5 years and under,187,,,,,,
RA02A,Magnetic Resonance Imaging Scan one area post contrast only 19 years and over,169,,,,,,
RA02B,Magnetic Resonance Imaging Scan one area post contrast only 6 to 18 years,186,,,,,,
RA02C,Magnetic Resonance Imaging Scan one area post contrast only 5 years and under,203,,,,,,
RA03Z,Magnetic Resonance Imaging Scan one area pre and post contrast,190,,,,,,
RA04Z,Magnetic Resonance Imaging Scan two to three areas no contrast,182,,,,,,
RA05Z,Magnetic Resonance Imaging Scan two to three areas with contrast,246,,,,,,
RA06Z,Magnetic Resonance Imaging Scan more than three areas,233,,,,,,
RA07Z,Magnetic Resonance Imaging Scan requiring extensive patient repositioning and/or more than one contrast agent,266,,,,,,
RA08A,Computerised Tomography Scan one area no contrast 19 years and over,92,,,,,,
RA08B,Computerised Tomography Scan one area no contrast 6 to 18 years,94,,,,,,
RA08C,Computerised Tomography Scan one area no contrast 5 years and under,130,,,,,,
RA09A,Computerised Tomography Scan one area with post contrast only 19 years and over,106,,,,,,
RA09B,Computerised Tomography Scan one area with post contrast only 6 to 18 years,114,,,,,,
RA09C,Computerised Tomography Scan one area with post contrast only 5 years and under,117,,,,,,
RA10Z,Computerised Tomography Scan one area pre and post contrast,105,,,,,,
RA11Z,Computerised Tomography Scan two areas without contrast,104,,,,,,
RA12Z,Computerised Tomography Scan two areas with contrast,125,,,,,,
RA13Z,Computerised Tomography Scan three areas with contrast,135,,,,,,
RA14Z,Computerised Tomography Scan more than three areas,147,,,,,,
RA15Z,Dexa Scan,71,,,,,,
RA16Z,Contrast Fluoroscopy Procedures less than 20 minutes,118,,,,,,
RA17Z,Contrast Fluoroscopy Procedures 20 to 40 minutes,144,,,,,,
RA18Z,Contrast Fluoroscopy Procedures more than 40 minutes,105,,,,,,
RA19Z,Mobile or Intraoperative Contrast Fluoroscopy Procedures less than 20 minutes,109,,,,,,
RA20Z,Mobile or Intraoperative Contrast Fluoroscopy Procedures 20 to 40 minutes,110,,,,,,
RA21Z,Mobile or Intraoperative Contrast Fluoroscopy Procedures more than 40 minutes,237,,,,,,
RA23Z,Ultrasound Scan less than 20 minutes,51,,,,,,
RA24Z,Ultrasound Scan 20 minutes and over,64,,,,,,
RA25Z,Ultrasound Mobile Scan or Intraoperative Procedures less than 20 minutes,45,,,,,,
RA26Z,Ultrasound Mobile Scan or Intraoperative Procedures 20 to 40 minutes,146,,,,,,
RA27Z,Ultrasound Mobile Scan or Intraoperative Procedures more than 40 minutes,95,,,,,,
RA35Z,Nuclear Medicine Category 1,137,,,,,,
RA36Z,Nuclear Medicine Category 2,185,,,,,,
RA37Z,Nuclear Medicine Category 3,238,,,,,,
RA38Z,Nuclear Medicine Category 4,342,,,,,,
RA39Z,Nuclear Medicine Category 5,442,,,,,,
RA40Z,Nuclear Medicine Category 6,424,,,,,,
RA42Z,Nuclear Medicine Category 8,782,,,,,,
RA50Z,Computerised Tomography Scan three areas without contrast,139,,,,,,
RA60A,Simple Echocardiogram 19 years and over,79,,,,,,
RA60B,Simple Echocardiogram 6 to 18 years,90,,,,,,
RA60C,Simple Echocardiogram 5 years and under,116,,,,,,
RA65Z,Cardiac Magnetic Resonance Imaging Scan no contrast,449,,,,,,
RA66Z,Cardiac Magnetic Resonance Imaging Scan post contrast only,368,,,,,,
RA67Z,Cardiac Magnetic Resonance Imaging Scan pre and post contrast,613,,,,,,
RC01Z,Major Uroradiology Interventional Radiology Procedures,3574,3574,,,,,
RC02Z,Intermediate Uroradiology Interventional Radiology Procedures,2508,1977,360,4107,269,981,989
RC03Z,Minor Uroradiology Interventional Radiology Procedures,504,1541,,,,,218
RC11A,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm One Branched Stent Graft,10461,37505,,8469,,5579,
RC11B,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm One Fenestrated Stent Graft,11206,1169,,16224,,,
RC11C,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm One Stent Graft,9632,10082,,9573,,9612,
RC11D,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm Two Stent Grafts,8196,,,8137,,8275,
RC11E,Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm Three or more Stent Grafts,10490,9027,,10769,405,10231,
RC12A,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Branched Stent Graft,8707,8555,321,9734,157,,
RC12B,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Fenestrated Stent Graft,15705,15114,871,,,,212
RC12C,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Stent Graft,9160,8672,338,11369,204,10314,13598
RC12D,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm Two Stent Grafts,8350,8210,271,10590,287,4408,261
RC12E,Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm Three or more Stent Grafts,9815,9489,433,11485,214,10135,
RC13A,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Branched Stent Graft,10014,10423,,270,,9163,
RC13B,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Fenestrated Stent Graft,17372,17714,,4748,,,
RC13C,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm One Stent Graft,10493,10821,215,8910,313,6794,
RC13D,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm Two Stent Grafts,20005,19539,354,29995,271,13887,5934
RC13E,Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm Three or more Stent Grafts,15270,15157,309,12294,499,25585,
RC14Z,Major Vascular Interventional Radiology Procedures,3127,2350,416,4798,274,1510,1328
RC15Z,Intermediate Vascular Interventional Radiology Procedures,3946,4838,,4266,262,396,1112
RC16Z,Minor Vascular Interventional Radiology Procedures,3438,4477,314,5082,284,906,719
RC31Z,Major Hepatobiliary Interventional Radiology Procedures,2914,2245,278,4883,270,2750,1571
RC32Z,Intermediate Hepatobiliary Interventional Radiology Procedures,4305,3275,213,5465,259,881,848
RC33Z,Minor Hepatobiliary Interventional Radiology Procedures,5455,4848,,5138,299,1179,
RC41Z,Uterine Fibroid Embolisation,1706,1662,420,2311,328,714,844
RC42Z,Major Obstetric or Gynaecology Interventional Radiology Procedures,5020,2627,,6151,439,283,210
RC51Z,Major Neurology Interventional Radiology Procedures,6856,6481,382,8268,331,4394,831
SA01D,Aplastic Anaemia with CC,2044,3631,321,2358,297,575,364
SA01F,Aplastic Anaemia without CC,1364,2346,343,1960,312,519,423
SA02D,Coagulation Defect with CC,1604,2637,345,3014,243,516,528
SA02F,Coagulation Defect without CC,807,833,564,3220,319,606,709
SA03D,Haemolytic Anaemia with CC,1639,2546,305,2617,287,599,397
SA03F,Haemolytic Anaemia without CC,753,1514,461,2071,252,491,434
SA04D,Iron Deficiency Anaemia with CC,1005,1078,262,1653,225,489,372
SA04F,Iron Deficiency Anaemia without CC,504,862,345,1249,219,481,313
SA05D,Megaloblastic Anaemia with CC,1540,1911,109,1995,238,506,477
SA05F,Megaloblastic Anaemia without CC,943,1321,,1609,223,478,375
SA06D,Myelodysplastic Syndrome with CC,1415,4638,360,3050,252,631,418
SA06F,Myelodysplastic Syndrome without CC,473,1720,316,2370,226,548,304
SA07D,Myeloproliferative Disorder with CC,743,2305,251,3506,257,577,354
SA07F,Myeloproliferative Disorder without CC,383,747,331,1648,265,394,320
SA08D,Other Haematological or Splenic Disorders with CC,1391,1952,218,2298,253,598,400
SA08F,Other Haematological or Splenic Disorders without CC,731,1299,215,1768,280,494,306
SA09D,Other Red Blood Cell Disorders with CC,1209,1320,342,1671,230,515,306
SA09F,Other Red Blood Cell Disorders without CC,773,1072,238,1420,308,509,343
SA10E,Sickle Cell Anaemia with Crisis or with CC,1341,2695,318,1936,240,558,658
SA10F,Sickle Cell Anaemia without CC,606,1528,128,1718,347,493,537
SA11Z,Thalassaemia,469,814,143,1492,342,557,459
SA12D,Thrombocytopenia with CC,1277,2126,378,2534,274,539,400
SA12F,Thrombocytopenia without CC,597,1071,285,2025,281,570,441
SA13A,Single Plasma Exchange Leucophoresis or Red Cell Exchange with length of stay 2 days or less 19 years and over,473,802,,1110,,596,476
SA13B,Single Plasma Exchange Leucophoresis or Red Cell Exchange with length of stay 2 days or less 18 years and under,770,1022,,1310,,652,720
SA14Z,Plasma Exchanges 2 to 9,5655,5038,,8157,291,774,800
SA15Z,Plasma Exchanges 10 to 19,8234,3878,,14032,477,468,502
SA16Z,Plasma Exchanges 20 or more,13187,5436,,16312,,3175,626
SA17D,Malignant Disorders of Lymphatic or Haematological Systems with CC,1412,2543,267,3231,314,865,341
SA17F,Malignant Disorders of Lymphatic or Haematological Systems without CC,748,1466,347,2709,355,456,341
SA18Z,Bone Marrow Harvest,1256,3211,277,3244,359,1283,464
SA19A,Bone Marrow Transplant Autograft 19 years and over,10092,10530,201,10876,,,1641
SA19B,Bone Marrow Transplant Autograft 18 years and under,45914,45282,2666,11399,,,1264
SA20A,Bone Marrow Transplant Allogeneic Graft (Sibling) 19 years and over,25792,25291,230,50234,325,,4023
SA20B,Bone Marrow Transplant Allogeneic Graft (Sibling) 18 years and under,78661,89020,1340,51328,,,4704
SA21A,Bone Marrow Transplant Allogeneic Graft (Volunteer Unrelated Donor) 19 years and over,33494,32623,631,26352,,,
SA21B,Bone Marrow Transplant Allogeneic Graft (Volunteer Unrelated Donor) 18 years and under,63503,61435,,83151,,,
SA22A,Bone Marrow Transplant Allogeneic Graft (Cord Blood) 19 years and over,35620,37698,,2372,,,
SA22B,Bone Marrow Transplant Allogeneic Graft (Cord Blood) 18 years and under,123216,123149,,123564,,,
SA23A,Bone Marrow Transplant Allogeneic Graft (Haplo-Identical) 19 years and over,19210,18333,,28865,,,
SA23B,Bone Marrow Transplant Allogeneic Graft (Haplo-Identical) 18 years and under,149388,174450,,111793,,,
SA24D,Acute Lymphoblastic Leukaemia with CC,4545,10151,317,9258,355,1469,400
SA24F,Acute Lymphoblastic Leukaemia without CC,1382,3944,384,4691,363,647,377
SA25D,Acute Myeloid Leukaemia with CC,4601,9525,258,7003,283,1074,473
SA25F,Acute Myeloid Leukaemia without CC,1535,4866,322,5337,302,776,383
SA26A,Peripheral Blood Stem Cell Transplant Autologous 19 years and over,16333,17813,350,11521,332,3199,730
SA26B,Peripheral Blood Stem Cell Transplant Autologous 18 years and under,34389,35461,426,34382,187,5033,2750
SA27A,Peripheral Blood Stem Cell Transplant Syngeneic 19 years and over,14475,21777,,16058,,,353
SA27B,Peripheral Blood Stem Cell Transplant Syngeneic 18 years and under,12551,,,30463,,226,6963
SA28A,Peripheral Blood Stem Cell Transplant Allogeneic 19 years and over,33482,35328,412,26038,715,4039,208
SA28B,Peripheral Blood Stem Cell Transplant Allogeneic 18 years and under,74516,71661,1608,90963,345,,1567
SA30Z,Plasma Cell Disorders,778,2242,316,3770,270,634,374
SA31Z,Malignant Lymphoma including Hodgkin's and non-Hodgkin's,1768,3077,333,3810,292,629,343
SA32Z,Chronic Lymphocytic Leukaemia and Related Disorders,845,1906,288,3475,324,622,362
SA33Z,Diagnostic Bone Marrow Extraction,527,1003,,3474,,862,511
SA34Z,Peripheral Blood Stem Cell Harvest,1560,4352,437,6645,418,2066,823
SB01Z,Procure Chemotherapy Drugs for Regimens in Band 1,225,,,,,,
SB02Z,Procure Chemotherapy Drugs for Regimens in Band 2,316,,,,,,
SB03Z,Procure Chemotherapy Drugs for Regimens in Band 3,429,,,,,,
SB04Z,Procure Chemotherapy Drugs for Regimens in Band 4,570,,,,,,
SB05Z,Procure Chemotherapy Drugs for Regimens in Band 5,592,,,,,,
SB06Z,Procure Chemotherapy Drugs for Regimens in Band 6,656,,,,,,
SB07Z,Procure Chemotherapy Drugs for Regimens in Band 7,801,,,,,,
SB08Z,Procure Chemotherapy Drugs for Regimens in Band 8,1323,,,,,,
SB09Z,Procure Chemotherapy Drugs for Regimens in Band 9,1208,,,,,,
SB10Z,Procure Chemotherapy Drugs for Regimens in Band 10,1771,,,,,,
SB11Z,Deliver Exclusively Oral Chemotherapy,162,,,,,,
SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance,200,,,,,,
SB13Z,Deliver more Complex Parenteral Chemotherapy at First Attendance,249,,,,,,
SB14Z,Deliver Complex Chemotherapy including Prolonged Infusional Treatment at First Attendance,331,,,,,,
SB15Z,Deliver Subsequent Elements of a Chemotherapy Cycle,270,,,,,,
SB16Z,Procure Chemotherapy Drugs for Regimens not on the National List,817,,,,,,
SB17Z,Deliver Chemotherapy for Regimens not on the National List,226,,,,,,
SB97Z,Same Day Chemotherapy Admission or Attendance,,,,,,,
SC21Z,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine,125,,,,,,
SC22Z,Deliver a Fraction of Treatment on a Megavoltage Machine,105,,,,,,
SC23Z,Deliver a Fraction of Complex Treatment on a Megavoltage Machine,120,,,,,,
SC24Z,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic,480,,,,,,
SC25Z,Deliver a Fraction of Total Body Irradiation,446,,,,,,
SC26Z,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic,656,,,,,,
SC27Z,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic,747,,,,,,
SC28Z,Deliver a Fraction of Interstitial Radiotherapy,901,,,,,,
SC29Z,Other Radiotherapy Treatment,354,,,,,,
SC30Z,Deliver a Fraction of Intraluminal Brachytherapy,1385,,,,,,
SC31Z,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine,191,,,,,,
SC40Z,Preparation for Intensity Modulated Radiation Therapy,1137,,,,,,
SC41Z,Preparation for Intensity Modulated Radiation Therapy with Technical Support,1929,,,,,,
SC42Z,Preparation for Total Body Irradiation,2304,,,,,,
SC43Z,Preparation for Total Body Irradiation with Technical Support,938,,,,,,
SC44Z,Preparation for Hemi Body Irradiation,315,,,,,,
SC45Z,Preparation for Simple Radiotherapy with Imaging and Dosimetry,338,,,,,,
SC46Z,Preparation for Simple Radiotherapy with Imaging and Dosimetry with Technical Support,606,,,,,,
SC47Z,Preparation for Simple Radiotherapy with Imaging and Simple Calculation,292,,,,,,
SC48Z,Preparation for Simple Radiotherapy with Imaging and Simple Calculation with Technical Support,513,,,,,,
SC49Z,Preparation for Superficial Radiotherapy with Simple Calculation,229,,,,,,
SC50Z,Preparation for Superficial Radiotherapy with Simple Calculation with Technical Support,441,,,,,,
SC51Z,Preparation for Complex Conformal Radiotherapy,813,,,,,,
SC52Z,Preparation for Complex Conformal Radiotherapy with Technical Support,974,,,,,,
SC53Z,Preparation for Intraluminal Brachytherapy,799,,,,,,
SC54Z,Preparation for Intracavitary Brachytherapy,1057,,,,,,
SC55Z,Preparation for Interstitial Brachytherapy,1017,,,,,,
SC56Z,Other External Beam Radiotherapy Preparation,286,,,,,,
SC57Z,Other Brachytherapy Preparation,1276,,,,,,
SC97Z,Same Day External Beam Radiotherapy Admission or Attendance,,,,,,,
SD01A,Inpatient Specialist Palliative Care 19 years and over,340,,,,,,
SD01B,Inpatient Specialist Palliative Care 18 years and under,411,,,,,,
SD02A,Inpatient Specialist Palliative Care Same Day 19 years and over,119,,,,,,
SD02B,Inpatient Specialist Palliative Care Same Day 18 years and under,94,,,,,,
SD03A,Hospital Specialist Palliative Care Support 19 years and over,113,,,,,,
SD03B,Hospital Specialist Palliative Care Support 18 years and under,59,,,,,,
SD04A,Medical Specialist Palliative Care Attendance 19 years and over,154,,,,,,
SD04B,Medical Specialist Palliative Care Attendance 18 years and under,141,,,,,,
SD05A,Non-Medical Specialist Palliative Care Attendance 19 years and over,118,,,,,,
SD05B,Non-Medical Specialist Palliative Care Attendance 18 years and under,106,,,,,,
VA10A,Multiple Trauma Diagnoses score <=23 with no Interventions,1138,1561,268,1717,256,509,870
VA10B,Multiple Trauma Diagnoses score 24-32 with no Interventions,1868,2926,268,2519,243,563,686
VA10C,Multiple Trauma Diagnoses score 33-50 with no Interventions,2611,4314,287,3356,250,609,447
VA10D,Multiple Trauma Diagnoses score >=51 with no Interventions,4284,6713,335,5026,232,912,
VA11A,Multiple Trauma Diagnoses score <=23 with Interventions score 1-8,1959,2313,182,3108,308,897,1171
VA11B,Multiple Trauma Diagnoses score 24-32 with Interventions score 1-8,2529,3047,251,3603,259,754,964
VA11C,Multiple Trauma Diagnoses score 33-50 with Interventions score 1-8,3706,5073,198,4837,258,914,1550
VA11D,Multiple Trauma Diagnoses score >=51 with Interventions score 1-8,6419,10526,197,7423,240,1704,194
VA12A,Multiple Trauma Diagnoses score <=23 with Interventions score 9-18,3902,3000,256,4696,278,1542,1387
VA12B,Multiple Trauma Diagnoses score 24-32 with Interventions score 9-18,5385,3402,,5872,249,1783,1714
VA12C,Multiple Trauma Diagnoses score 33-50 with Interventions score 9-18,6648,6695,516,7030,239,2241,2007
VA12D,Multiple Trauma Diagnoses score >=51 with Interventions score 9-18,9006,11344,,9742,231,2953,
VA13A,Multiple Trauma Diagnoses score <=23 with Interventions score 19-29,4361,2703,,5189,311,2022,1617
VA13B,Multiple Trauma Diagnoses score 24-32 with Interventions score 19-29,6223,4993,,6732,312,2227,497
VA13C,Multiple Trauma Diagnoses score 33-50 with Interventions score 19-29,8078,7693,,8545,266,3682,2005
VA13D,Multiple Trauma Diagnoses score >=51 with Interventions score 19-29,11315,798,,12726,223,3975,
VA14A,Multiple Trauma Diagnoses score <=23 with Interventions score 30-44,6754,7696,250,7349,441,1909,1374
VA14B,Multiple Trauma Diagnoses score 24-32 with Interventions score 30-44,7696,3877,,8427,218,4045,
VA14C,Multiple Trauma Diagnoses score 33-50 with Interventions score 30-44,9844,1475,,10490,212,4816,
VA14D,Multiple Trauma Diagnoses score >=51 with Interventions score 30-44,14578,17460,,15910,221,6032,
VA15A,Multiple Trauma Diagnoses score <=23 with Interventions score >=45,7195,,,7750,204,1410,
VA15B,Multiple Trauma Diagnoses score 24-32 with Interventions score >=45,13101,,,13798,448,1362,
VA15C,Multiple Trauma Diagnoses score 33-50 with Interventions score >=45,12926,54638,,13524,320,7668,
VA15D,Multiple Trauma Diagnoses score >=51 with Interventions score >=45,18581,,,20745,334,8907,
VB01Z,Emergency Medicine Any Investigation with Category 5 Treatment,192,,,,,,
VB02Z,Emergency Medicine Category 3 Investigation with Category 4 Treatment,296,,,,,,
VB03Z,Emergency Medicine Category 3 Investigation with Category 1-3 Treatment,231,,,,,,
VB04Z,Emergency Medicine Category 2 Investigation with Category 4 Treatment,196,,,,,,
VB05Z,Emergency Medicine Category 2 Investigation with Category 3 Treatment,168,,,,,,
VB06Z,Emergency Medicine Category 1 Investigation with Category 3-4 Treatment,95,,,,,,
VB07Z,Emergency Medicine Category 2 Investigation with Category 2 Treatment,134,,,,,,
VB08Z,Emergency Medicine Category 2 Investigation with Category 1 Treatment,137,,,,,,
VB09Z,Emergency Medicine Category 1 Investigation with Category 1-2 Treatment,88,,,,,,
VB10Z,Emergency Medicine Dental Care,83,,,,,,
VB11Z,Emergency Medicine No Investigation with No Significant Treatment,64,,,,,,
VC01Z,Assessment for Rehabilitation Unidisciplinary,133,,,,,,
VC02Z,Assessment for Rehabilitation Multidisciplinary Non-Specialist,234,,,,,,
VC03Z,Assessment for Rehabilitation Multidisciplinary Specialist,235,,,,,,
VC04Z,Rehabilitation for Stroke,313,,,,,,
VC06Z,Rehabilitation for Brain Injuries,451,,,,,,
VC08Z,Rehabilitation for Spinal Cord Injuries,306,,,,,,
VC10Z,Rehabilitation for Pain Syndromes,317,,,,,,
VC12Z,Rehabilitation for Other Neurological Disorders,316,,,,,,
VC14Z,Rehabilitation for Amputation of Limb,320,,,,,,
VC16Z,Rehabilitation for Hip Fracture,262,,,,,,
VC18Z,Rehabilitation for Joint Replacement,264,,,,,,
VC20Z,Rehabilitation for Inflammatory Arthritis,268,,,,,,
VC22Z,Rehabilitation for Non-Inflammatory Arthritis,268,,,,,,
VC24Z,Rehabilitation for Other Musculoskeletal Disorders,264,,,,,,
VC26Z,Rehabilitation for Drug and Alcohol Addiction,276,,,,,,
VC28Z,Rehabilitation for Other Psychiatric Disorders,269,,,,,,
VC30Z,Rehabilitation for Burns,329,,,,,,
VC32Z,Rehabilitation following Head and Neck Reconstructive Surgery,289,,,,,,
VC34Z,Rehabilitation following Other Reconstructive Surgery,270,,,,,,
VC36Z,Rehabilitation for Other Trauma,270,,,,,,
VC38Z,Rehabilitation for Acute Myocardial Infarction and Other Cardiac Disorders,286,,,,,,
VC40Z,Rehabilitation for Respiratory Disorders,241,,,,,,
VC42Z,Rehabilitation for Other Disorders,259,,,,,,
WA01W,Manifestations of HIV or AIDS with CC,3310,3526,,5385,,835,431
WA01Y,Manifestations of HIV or AIDS without CC,1604,3114,,3318,,797,257
WA02W,Disorders of Immunity without HIV or AIDS with CC,471,1110,407,2111,288,311,432
WA02Y,Disorders of Immunity without HIV or AIDS without CC,403,790,293,1196,369,365,366
WA03V,Septicaemia with Major CC,2518,3699,223,2938,227,527,1043
WA03X,Septicaemia with Intermediate CC,1838,2987,341,2179,240,488,520
WA03Y,Septicaemia without CC,1242,2108,251,1750,245,454,440
WA04S,Acute Febrile Illness with length of stay 4 days or less with Major CC,776,986,,1126,408,514,573
WA04T,Acute Febrile Illness with length of stay 4 days or less with Intermediate CC,696,1130,,1122,,458,376
WA04U,Acute Febrile Illness with length of stay 4 days or less without CC,582,911,,1116,,417,314
WA05Q,Pyrexia of Unknown Origin with length of stay 5 days or more with CC,3499,4103,187,3232,265,329,
WA05R,Pyrexia of Unknown Origin with length of stay 5 days or more without CC,2921,4775,,2729,230,,
WA06W,Other Viral Illness with CC,1034,3494,398,1671,284,428,443
WA06Y,Other Viral Illness without CC,613,1409,411,1132,287,405,585
WA07Z,Complex Infectious Diseases,1122,1423,,2899,176,433,171
WA08Z,Malaria,904,1293,,1361,307,508,254
WA09W,Other Non-Viral Infection with CC,2006,3300,377,2428,230,473,535
WA09Y,Other Non-Viral Infection without CC,1134,2570,163,1755,225,422,555
WA10Z,Other Infections (Genito-Urinary Medicine),316,1934,259,2097,376,511,556
WA11V,Poisoning Toxic Environmental and Unspecified Effects with Major CC,1242,2131,310,1647,206,443,417
WA11X,Poisoning Toxic Environmental and Unspecified Effects with Intermediate CC,530,911,289,913,234,377,431
WA11Y,Poisoning Toxic Environmental and Unspecified Effects without CC,427,933,345,874,218,363,224
WA12V,Complications of Procedures with Major CC,3200,3834,305,3692,262,565,674
